HUGO_SYMBOL	Entrez_Gene_Id	Bill_Normal
KLF2	00000	733.19
KLF3	00000	381.68
KLF4	00000	743.43
KLF5	00000	117.6
KLF6	00000	4123.49
KLF7	00000	90.77
KLF8	00000	273.37
KLF9	00000	500.46
KLHDC1	00000	53.19
KLHDC10	00000	612.11
KLHDC2	00000	1977.24
KLHDC3	00000	842.36
KLHDC4	00000	409.15
KLHDC7A	00000	1447.15
KLHDC7B	00000	2.97
KLHDC8A	00000	0.74
KLHDC8B	00000	351.14
KLHDC9	00000	400.71
KLHL1	00000	1.07
KLHL10	00000	2.56
KLHL11	00000	34.02
KLHL12	00000	638.15
KLHL13	00000	16.63
KLHL14	00000	11.73
KLHL15	00000	38.12
KLHL17	00000	58.71
KLHL18	00000	118.43
KLHL2	00000	141.02
KLHL20	00000	215.77
KLHL21	00000	688.78
KLHL22	00000	493.56
KLHL23	00000	59.13
KLHL24	00000	318.57
KLHL25	00000	25.54
KLHL26	00000	79.45
KLHL28	00000	54.72
KLHL29	00000	82.29
KLHL3	00000	2.61
KLHL30	00000	15.11
KLHL31	00000	8.78
KLHL32	00000	36.79
KLHL33	00000	0.37
KLHL34	00000	0
KLHL35	00000	1.85
KLHL36	00000	551.56
KLHL38	00000	0
KLHL4	00000	1.07
KLHL41	00000	2.97
KLHL42	00000	71.5
KLHL5	00000	194.36
KLHL6	00000	8.85
KLHL7	00000	441.64
KLHL8	00000	138.1
KLHL9	00000	316.37
KLK1	00000	0
KLK10	00000	0.38
KLK11	00000	0
KLK12	00000	0
KLK13	00000	0
KLK14	00000	0
KLK15	00000	0
KLK2	00000	0
KLK3	00000	0
KLK4	00000	0.74
KLK5	00000	0
KLK6	00000	0
KLK7	00000	0
KLK8	00000	0
KLK9	00000	0
KLKB1	00000	100.83
KLLN	00000	12.45
KLRB1	00000	14.89
KLRC1	00000	1.1
KLRC2	00000	0
KLRC3	00000	1.11
KLRC4	00000	0
KLRC4-KLRK1	00000	2.53
KLRD1	00000	14.89
KLRF1	00000	23.59
KLRF2	00000	0
KLRG1	00000	39.22
KLRG2	00000	1.75
KLRK1	00000	13.32
KMO	00000	6.89
KMT2A	00000	142.01
KMT2B	00000	52.08
KMT2C	00000	368.65
KMT2D	00000	271.48
KMT2E	00000	318.57
KNDC1	00000	32.82
KNG1	00000	0
KNOP1	00000	271.48
KNSTRN	00000	117.6
KNTC1	00000	110.43
KPNA1	00000	417.77
KPNA2	00000	441.64
KPNA3	00000	214.27
KPNA4	00000	217.27
KPNA5	00000	85.82
KPNA6	00000	351.14
KPNA7	00000	0
KPNB1	00000	2451.44
KPRP	00000	0
KPTN	00000	198.47
KRAS	00000	151.22
KRBA1	00000	39.5
KRBA2	00000	124.37
KRBOX1	00000	8.06
KRBOX4	00000	140.04
KRCC1	00000	642.59
KREMEN1	00000	118.43
KREMEN2	00000	0.75
KRI1	00000	309.83
KRIT1	00000	764.36
KRR1	00000	409.15
KRT1	00000	9.48
KRT10	00000	389.72
KRT12	00000	0.37
KRT13	00000	1.6
KRT14	00000	6.73
KRT15	00000	5.23
KRT16	00000	2.97
KRT17	00000	307.69
KRT18	00000	10808.41
KRT19	00000	5517.27
KRT2	00000	0
KRT20	00000	3.63
KRT222	00000	1.46
KRT23	00000	5.06
KRT24	00000	0
KRT25	00000	0
KRT27	00000	0.37
KRT3	00000	0
KRT31	00000	0.38
KRT32	00000	0.37
KRT33A	00000	0
KRT33B	00000	2.89
KRT34	00000	0
KRT35	00000	0
KRT36	00000	0
KRT37	00000	0
KRT39	00000	0
KRT4	00000	0
KRT40	00000	0
KRT5	00000	12
KRT6A	00000	0
KRT6B	00000	0
KRT6C	00000	0
KRT7	00000	8598.28
KRT72	00000	0
KRT73	00000	0
KRT74	00000	0
KRT75	00000	0
KRT76	00000	0
KRT77	00000	0
KRT78	00000	0
KRT79	00000	0.38
KRT8	00000	20170.07
KRT80	00000	180.02
KRT81	00000	10.55
KRT83	00000	0
KRT84	00000	0
KRT85	00000	4.1
KRT86	00000	17.38
KRT9	00000	0
KRTAP1-1	00000	0
KRTAP1-3	00000	0
KRTAP1-4	00000	0
KRTAP1-5	00000	0
KRTAP10-11	00000	0
KRTAP10-12	00000	0
KRTAP10-2	00000	0
KRTAP11-1	00000	0
KRTAP12-1	00000	0
KRTAP12-2	00000	0
KRTAP12-3	00000	0
KRTAP13-1	00000	0
KRTAP13-2	00000	0
KRTAP13-4	00000	0
KRTAP16-1	00000	0
KRTAP17-1	00000	0
KRTAP19-1	00000	0
KRTAP19-4	00000	0
KRTAP19-8	00000	0
KRTAP2-1	00000	0
KRTAP2-2	00000	0
KRTAP2-3	00000	0
KRTAP20-2	00000	0
KRTAP21-2	00000	0
KRTAP22-1	00000	0
KRTAP22-2	00000	0
KRTAP26-1	00000	0
KRTAP29-1	00000	0.72
KRTAP3-1	00000	0
KRTAP3-2	00000	0
KRTAP3-3	00000	0
KRTAP4-1	00000	0
KRTAP4-6	00000	0
KRTAP4-7	00000	0
KRTAP4-8	00000	0
KRTAP5-1	00000	43.02
KRTAP5-10	00000	1.5
KRTAP5-11	00000	0
KRTAP5-2	00000	8.25
KRTAP5-3	00000	0
KRTAP5-4	00000	0
KRTAP5-5	00000	0
KRTAP5-6	00000	0
KRTAP5-7	00000	0
KRTAP5-8	00000	0.75
KRTAP5-9	00000	2.23
KRTAP6-3	00000	0
KRTAP9-3	00000	0
KRTAP9-4	00000	0
KRTAP9-8	00000	0
KRTCAP2	00000	4066.71
KRTCAP3	00000	164.42
KRTDAP	00000	4.9
KSR1	00000	132.44
KSR2	00000	4.28
KTI12	00000	260.38
KTN1	00000	2384.37
KXD1	00000	1167.14
KY	00000	10.96
KYNU	00000	13.03
L1CAM	00000	5.77
L1TD1	00000	0.37
L2HGDH	00000	318.57
L3HYPDH	00000	376.41
L3MBTL1	00000	71
L3MBTL2	00000	334.46
L3MBTL3	00000	62.12
L3MBTL4	00000	105.15
LACC1	00000	70.01
LACE1	00000	159.9
LACRT	00000	0
LACTB	00000	559.28
LACTB2	00000	4268.94
LAD1	00000	1733.13
LAG3	00000	4.13
LAGE3	00000	346.29
LAIR1	00000	103.69
LAIR2	00000	1.81
LAMA1	00000	6.36
LAMA2	00000	64.34
LAMA3	00000	119.26
LAMA4	00000	39.22
LAMA5	00000	1651
LAMB1	00000	5672.41
LAMB2	00000	4268.94
LAMB3	00000	23.08
LAMB4	00000	19.68
LAMC1	00000	656.11
LAMC2	00000	244.57
LAMC3	00000	57.49
LAMP1	00000	6652.97
LAMP2	00000	3257.52
LAMP3	00000	1.83
LAMP5	00000	5.77
LAMTOR1	00000	2915.45
LAMTOR2	00000	2855.44
LAMTOR3	00000	1037.29
LAMTOR4	00000	5594.3
LAMTOR5	00000	8363.13
LANCL1	00000	429.54
LANCL2	00000	371.22
LANCL3	00000	0.35
LAP3	00000	1151.06
LAPTM4A	00000	7485.11
LAPTM4B	00000	1233.75
LAPTM5	00000	483.38
LARGE	00000	137.14
LARP1	00000	1674.06
LARP1B	00000	341.51
LARP4	00000	363.56
LARP4B	00000	403.5
LARP6	00000	389.72
LARP7	00000	603.67
LARS	00000	954.43
LARS2	00000	356.05
LAS1L	00000	529.06
LASP1	00000	3325.99
LAT	00000	35
LAT2	00000	72.52
LATS1	00000	132.44
LATS2	00000	435.55
LAX1	00000	1.81
LAYN	00000	20.11
LBH	00000	2075.59
LBP	00000	14.45
LBR	00000	660.68
LBX1	00000	0
LBX2	00000	49.56
LCA5	00000	8
LCA5L	00000	87.03
LCAT	00000	92.05
LCE1A	00000	0
LCE1B	00000	0
LCE1C	00000	0
LCE1D	00000	0
LCE1E	00000	0
LCE1F	00000	0
LCE2A	00000	0
LCE2B	00000	0
LCE2C	00000	0
LCE2D	00000	0
LCE3D	00000	0
LCE3E	00000	0
LCE5A	00000	0
LCE6A	00000	0
LCK	00000	19.97
LCLAT1	00000	260.38
LCMT1	00000	915.51
LCMT2	00000	348.71
LCN1	00000	0
LCN10	00000	607.87
LCN12	00000	87.65
LCN15	00000	0
LCN2	00000	141.02
LCN6	00000	0
LCN8	00000	3.29
LCN9	00000	0
LCNL1	00000	0
LCOR	00000	111.21
LCORL	00000	87.03
LCP1	00000	142.01
LCP2	00000	90.77
LCT	00000	0
LCTL	00000	1.83
LDB1	00000	563.18
LDB2	00000	81.14
LDB3	00000	1.14
LDHA	00000	9876.98
LDHAL6A	00000	0
LDHAL6B	00000	3.66
LDHB	00000	31215.04
LDHC	00000	0
LDHD	00000	1794.29
LDLR	00000	42.71
LDLRAD1	00000	0
LDLRAD2	00000	54.33
LDLRAD3	00000	64.34
LDLRAD4	00000	34.75
LDLRAP1	00000	96.01
LDOC1	00000	336.79
LDOC1L	00000	376.41
LEAP2	00000	2400.97
LECT1	00000	0
LECT2	00000	0
LEF1	00000	11.91
LEFTY1	00000	1.85
LEFTY2	00000	0.37
LEKR1	00000	13.93
LELP1	00000	0
LEMD1	00000	4.78
LEMD2	00000	733.19
LEMD3	00000	119.26
LENEP	00000	0
LENG1	00000	264.03
LENG8	00000	878.17
LENG9	00000	78.89
LEO1	00000	232.94
LEP	00000	2.92
LEPR	00000	125.24
LEPRE1	00000	231.32
LEPREL1	00000	80.01
LEPREL4	00000	299.25
LEPROT	00000	1628.26
LEPROTL1	00000	567.1
LETM1	00000	500.46
LETM2	00000	248
LETMD1	00000	1304.15
LEUTX	00000	0
LFNG	00000	125.24
LGALS1	00000	1498.22
LGALS12	00000	3.32
LGALS13	00000	0
LGALS14	00000	0
LGALS2	00000	7433.4
LGALS3	00000	3955.48
LGALS3BP	00000	6250.56
LGALS4	00000	24.11
LGALS7	00000	0
LGALS7B	00000	4.82
LGALS8	00000	389.72
LGALS9	00000	198.47
LGALS9B	00000	0.73
LGALS9C	00000	0.73
LGALSL	00000	417.77
LGI1	00000	0
LGI2	00000	2.48
LGI3	00000	22.1
LGI4	00000	2.34
LGMN	00000	3280.18
LGR4	00000	620.67
LGR5	00000	0
LGR6	00000	2.92
LGSN	00000	0.34
LHB	00000	15
LHCGR	00000	17.13
LHFP	00000	118.43
LHFPL1	00000	1.43
LHFPL2	00000	54.72
LHFPL3	00000	23.76
LHFPL4	00000	0
LHFPL5	00000	0
LHPP	00000	1225.22
LHX1	00000	2.23
LHX2	00000	0
LHX3	00000	0
LHX4	00000	5.19
LHX5	00000	0
LHX6	00000	4.74
LHX8	00000	0
LHX9	00000	0
LIAS	00000	320.8
LIF	00000	269.6
LIFR	00000	194.36
LIG1	00000	525.39
LIG3	00000	275.28
LIG4	00000	163.28
LILRA1	00000	8.65
LILRA2	00000	37.05
LILRA3	00000	5.82
LILRA4	00000	4.7
LILRA5	00000	25.54
LILRA6	00000	17.9
LILRB1	00000	14.45
LILRB2	00000	23.93
LILRB3	00000	25.72
LILRB4	00000	95.34
LILRB5	00000	5.59
LIM2	00000	0
LIMA1	00000	583.07
LIMCH1	00000	70.51
LIMD1	00000	88.88
LIMD2	00000	95.34
LIME1	00000	3419.52
LIMK1	00000	275.28
LIMK2	00000	447.82
LIMS1	00000	361.04
LIMS2	00000	241.19
LIMS3	00000	5.59
LIMS3L	00000	3.79
LIN28A	00000	0
LIN28B	00000	0
LIN37	00000	128.79
LIN52	00000	121.79
LIN54	00000	87.65
LIN7A	00000	248
LIN7B	00000	51.35
LIN7C	00000	248
LIN9	00000	25.54
LINC00346	00000	4.98
LINC00632	00000	0
LINC00908	00000	3.66
LINC00923	00000	0
LINC00955	00000	0
LINC00998	00000	2609.3
LINC00999	00000	31.67
LINGO1	00000	11.55
LINGO2	00000	4.98
LINGO3	00000	3.35
LINGO4	00000	5.77
LINS	00000	136.19
LIPA	00000	1313.23
LIPC	00000	3794.3
LIPE	00000	43.94
LIPF	00000	0
LIPG	00000	12.36
LIPH	00000	32.13
LIPI	00000	0
LIPJ	00000	0
LIPK	00000	0
LIPM	00000	0
LIPN	00000	3.59
LIPT1	00000	172.65
LIPT2	00000	56.28
LITAF	00000	2682.69
LIX1	00000	0.34
LIX1L	00000	244.57
LLGL1	00000	232.94
LLGL2	00000	3303
LLPH	00000	511
LMAN1	00000	813.63
LMAN1L	00000	0
LMAN2	00000	4210.15
LMAN2L	00000	486.75
LMBR1	00000	633.73
LMBR1L	00000	265.87
LMBRD1	00000	2555.58
LMBRD2	00000	101.54
LMCD1	00000	97.36
LMF1	00000	420.68
LMF2	00000	1313.23
LMLN	00000	88.26
LMNA	00000	4450.27
LMNB1	00000	54.33
LMNB2	00000	256.78
LMO1	00000	0
LMO2	00000	139.07
LMO3	00000	7.82
LMO4	00000	232.94
LMO7	00000	2004.85
LMOD1	00000	16.51
LMOD2	00000	0.39
LMOD3	00000	1.46
LMTK2	00000	466.88
LMTK3	00000	5.87
LMX1A	00000	0
LMX1B	00000	8.38
LNP1	00000	307.69
LNPEP	00000	79.45
LNX1	00000	50.63
LNX2	00000	169.07
LOH12CR1	00000	111.21
LOH12CR2	00000	24.99
LONP1	00000	1896.65
LONP2	00000	624.99
LONRF1	00000	260.38
LONRF2	00000	1.83
LONRF3	00000	108.9
LOR	00000	0
LOX	00000	23.25
LOXHD1	00000	0.75
LOXL1	00000	134.3
LOXL2	00000	48.18
LOXL3	00000	10.47
LOXL4	00000	112.77
LPA	00000	0
LPAR1	00000	61.68
LPAR2	00000	157.68
LPAR3	00000	0.37
LPAR4	00000	0
LPAR5	00000	20.41
LPAR6	00000	173.85
LPCAT1	00000	251.48
LPCAT2	00000	42.11
LPCAT3	00000	3901.01
LPCAT4	00000	223.41
LPGAT1	00000	191.67
LPHN1	00000	175.07
LPHN2	00000	718.08
LPHN3	00000	1.43
LPIN1	00000	64.8
LPIN2	00000	264.03
LPIN3	00000	301.33
LPL	00000	38.67
LPO	00000	0
LPP	00000	153.34
LPXN	00000	185.11
LRAT	00000	0.39
LRBA	00000	1073.91
LRCH1	00000	624.99
LRCH2	00000	1.46
LRCH3	00000	264.03
LRCH4	00000	514.56
LRFN1	00000	1.5
LRFN2	00000	0
LRFN3	00000	209.84
LRFN4	00000	4.21
LRFN5	00000	0.39
LRG1	00000	5.92
LRGUK	00000	5.87
LRIF1	00000	91.41
LRIG1	00000	183.82
LRIG2	00000	71
LRIG3	00000	183.82
LRIT2	00000	2.53
LRIT3	00000	1.81
LRMP	00000	47.84
LRP1	00000	575.03
LRP10	00000	2739.08
LRP11	00000	277.2
LRP12	00000	48.87
LRP1B	00000	0.36
LRP2	00000	5954.47
LRP2BP	00000	31.45
LRP3	00000	420.68
LRP4	00000	88.88
LRP5	00000	1037.29
LRP5L	00000	47.17
LRP6	00000	97.36
LRP8	00000	17.9
LRPAP1	00000	5954.47
LRPPRC	00000	1498.22
LRR1	00000	101.54
LRRC1	00000	303.44
LRRC10B	00000	1.46
LRRC14	00000	199.85
LRRC14B	00000	0.38
LRRC15	00000	0.72
LRRC16A	00000	334.46
LRRC16B	00000	19.25
LRRC17	00000	23.42
LRRC18	00000	0
LRRC19	00000	759.08
LRRC2	00000	0
LRRC20	00000	273.37
LRRC23	00000	679.29
LRRC24	00000	110.43
LRRC25	00000	19.97
LRRC26	00000	1.1
LRRC27	00000	297.17
LRRC28	00000	299.25
LRRC29	00000	153.34
LRRC3	00000	32.13
LRRC31	00000	1.07
LRRC32	00000	293.07
LRRC34	00000	3.69
LRRC36	00000	73.03
LRRC37A	00000	21.01
LRRC37A2	00000	209.84
LRRC37A3	00000	145.02
LRRC37B	00000	158.79
LRRC38	00000	3.26
LRRC39	00000	6.78
LRRC3B	00000	0
LRRC3C	00000	0
LRRC3DN	00000	47.84
LRRC4	00000	45.21
LRRC40	00000	180.02
LRRC41	00000	848.22
LRRC42	00000	500.46
LRRC43	00000	86.43
LRRC45	00000	432.53
LRRC46	00000	39.79
LRRC47	00000	967.76
LRRC48	00000	295.11
LRRC49	00000	86.43
LRRC4B	00000	1.5
LRRC4C	00000	0
LRRC52	00000	0
LRRC55	00000	0
LRRC56	00000	27.44
LRRC57	00000	212.78
LRRC58	00000	208.38
LRRC59	00000	1259.69
LRRC6	00000	217.27
LRRC61	00000	854.13
LRRC63	00000	0
LRRC66	00000	7.82
LRRC69	00000	14.78
LRRC7	00000	2.94
LRRC70	00000	18.84
LRRC71	00000	0
LRRC73	00000	59.13
LRRC8A	00000	579.04
LRRC8B	00000	95.34
LRRC8C	00000	13.83
LRRC8D	00000	329.84
LRRC8E	00000	54.33
LRRC9	00000	0
LRRCC1	00000	171.45
LRRD1	00000	0.38
LRRFIP1	00000	708.18
LRRFIP2	00000	1135.2
LRRIQ1	00000	17.64
LRRIQ3	00000	7.82
LRRIQ4	00000	0.36
LRRK1	00000	91.41
LRRK2	00000	1199.98
LRRN1	00000	44.89
LRRN2	00000	205.5
LRRN3	00000	2.16
LRRN4	00000	125.24
LRRN4CL	00000	5.15
LRRTM1	00000	0
LRRTM2	00000	1.43
LRRTM3	00000	0
LRRTM4	00000	11.47
LRSAM1	00000	435.55
LRTM1	00000	0
LRTOMT	00000	327.56
LRWD1	00000	473.41
LSAMP	00000	1.07
LSG1	00000	381.68
LSM1	00000	941.27
LSM10	00000	633.73
LSM11	00000	43.32
LSM12	00000	693.58
LSM14A	00000	1605.83
LSM14B	00000	629.35
LSM2	00000	902.89
LSM3	00000	392.44
LSM4	00000	3540.14
LSM5	00000	1216.75
LSM6	00000	473.41
LSM7	00000	1498.22
LSMD1	00000	5292.48
LSMEM1	00000	29.06
LSMEM2	00000	0.75
LSP1	00000	218.79
LSR	00000	775.05
LSS	00000	320.8
LST1	00000	223.41
LTA	00000	1.85
LTA4H	00000	1143.1
LTB	00000	78.89
LTB4R	00000	41.52
LTB4R2	00000	11.82
LTBP1	00000	172.65
LTBP2	00000	47.17
LTBP3	00000	392.44
LTBP4	00000	190.34
LTBR	00000	2271.4
LTC4S	00000	107.38
LTF	00000	67.59
LTK	00000	10
LTN1	00000	117.6
LTV1	00000	348.71
LUC7L	00000	500.46
LUC7L2	00000	595.34
LUC7L3	00000	1073.91
LUM	00000	583.07
LURAP1	00000	77.79
LURAP1L	00000	44.25
LUZP1	00000	221.86
LUZP2	00000	0
LUZP4	00000	0
LUZP6	00000	10.08
LXN	00000	297.17
LY6D	00000	0
LY6E	00000	4836.35
LY6G5B	00000	44.89
LY6G5C	00000	55.89
LY6G6C	00000	0
LY6G6D	00000	3.29
LY6G6E	00000	0
LY6G6F	00000	1.1
LY6H	00000	19.39
LY6K	00000	0
LY75	00000	5.06
LY75-CD302	00000	0
LY86	00000	82.29
LY9	00000	3.99
LY96	00000	55.89
LYAR	00000	140.04
LYG1	00000	1427.22
LYG2	00000	0
LYL1	00000	32.13
LYN	00000	163.28
LYNX1	00000	48.87
LYPD1	00000	104.42
LYPD2	00000	0
LYPD3	00000	6.52
LYPD4	00000	0
LYPD5	00000	3.66
LYPD6	00000	1.41
LYPD6B	00000	8.25
LYPD8	00000	0
LYPLA1	00000	981.29
LYPLA2	00000	1794.29
LYPLAL1	00000	1594.73
LYRM1	00000	1331.57
LYRM2	00000	591.22
LYRM4	00000	595.34
LYRM5	00000	753.83
LYRM7	00000	118.43
LYRM9	00000	854.13
LYSMD1	00000	193.01
LYSMD2	00000	100.83
LYSMD3	00000	182.55
LYSMD4	00000	90.77
LYST	00000	90.14
LYVE1	00000	35.5
LYZ	00000	309.83
LYZL1	00000	0
LZIC	00000	514.56
LZTFL1	00000	466.88
LZTR1	00000	612.11
LZTS1	00000	12.27
LZTS2	00000	947.83
M1AP	00000	0
M6PR	00000	2075.59
MAATS1	00000	24.81
MAB21L1	00000	0.37
MAB21L2	00000	0.37
MAB21L3	00000	1.08
MACC1	00000	351.14
MACF1	00000	2047
MACROD1	00000	2976.74
MACROD2	00000	74.58
MAD1L1	00000	629.35
MAD2L1	00000	98.73
MAD2L1BP	00000	669.92
MAD2L2	00000	420.68
MADCAM1	00000	3.72
MADD	00000	473.41
MAEA	00000	1304.15
MAEL	00000	33.06
MAF	00000	647.07
MAF1	00000	2193.99
MAFA	00000	0.73
MAFB	00000	82.29
MAFF	00000	753.83
MAFG	00000	346.29
MAFK	00000	633.73
MAG	00000	0
MAGEA1	00000	0
MAGEA10	00000	0
MAGEA11	00000	0
MAGEA12	00000	0
MAGEA2	00000	0
MAGEA2B	00000	0
MAGEA3	00000	0
MAGEA4	00000	0
MAGEA6	00000	0
MAGEA8	00000	0.73
MAGEA9	00000	0
MAGEB1	00000	0
MAGEB10	00000	0
MAGEB17	00000	0
MAGEB18	00000	0
MAGEB2	00000	0
MAGEB6	00000	0
MAGEC1	00000	0
MAGEC2	00000	0
MAGEC3	00000	0
MAGED1	00000	1519.15
MAGED2	00000	2319.15
MAGED4	00000	30.78
MAGED4B	00000	15.56
MAGEE1	00000	39.79
MAGEE2	00000	0.35
MAGEF1	00000	665.29
MAGEH1	00000	104.42
MAGEL2	00000	0
MAGI1	00000	171.45
MAGI2	00000	21.01
MAGI3	00000	49.91
MAGIX	00000	212.78
MAGOH	00000	1242.34
MAGOHB	00000	293.07
MAGT1	00000	665.29
MAK	00000	1.83
MAK16	00000	109.66
MAL	00000	1991
MAL2	00000	1199.98
MALL	00000	181.28
MALSU1	00000	1857.6
MALT1	00000	334.46
MAMDC2	00000	3.56
MAMDC4	00000	66.65
MAML1	00000	129.69
MAML2	00000	165.57
MAML3	00000	15.56
MAMLD1	00000	46.84
MAMSTR	00000	5.87
MAN1A1	00000	334.46
MAN1A2	00000	162.14
MAN1B1	00000	1081.39
MAN1C1	00000	29.91
MAN2A1	00000	825
MAN2A2	00000	460.44
MAN2B1	00000	836.53
MAN2B2	00000	351.14
MAN2C1	00000	1487.87
MANBA	00000	384.34
MANBAL	00000	1628.26
MANEA	00000	101.54
MANEAL	00000	299.25
MANF	00000	842.36
MANSC1	00000	87.03
MANSC4	00000	1.85
MAOA	00000	269.6
MAOB	00000	3349.13
MAP10	00000	5.02
MAP1A	00000	26.1
MAP1B	00000	74.58
MAP1LC3A	00000	743.43
MAP1LC3B	00000	1369.04
MAP1LC3B2	00000	70.51
MAP1LC3C	00000	5.11
MAP1S	00000	547.75
MAP2	00000	43.94
MAP2K1	00000	579.04
MAP2K2	00000	2319.15
MAP2K3	00000	1437.15
MAP2K4	00000	476.71
MAP2K5	00000	339.14
MAP2K6	00000	58.3
MAP2K7	00000	358.54
MAP3K1	00000	221.86
MAP3K10	00000	239.52
MAP3K11	00000	1119.56
MAP3K12	00000	60.82
MAP3K13	00000	638.15
MAP3K15	00000	8.92
MAP3K19	00000	0
MAP3K2	00000	214.27
MAP3K3	00000	264.03
MAP3K4	00000	167.9
MAP3K5	00000	127
MAP3K6	00000	291.04
MAP3K7	00000	305.55
MAP3K7CL	00000	90.77
MAP3K8	00000	61.68
MAP3K9	00000	51.71
MAP4	00000	2451.44
MAP4K1	00000	19.11
MAP4K2	00000	148.09
MAP4K3	00000	253.23
MAP4K4	00000	242.88
MAP4K5	00000	206.94
MAP6	00000	7.69
MAP6D1	00000	16.88
MAP7	00000	1832.01
MAP7D1	00000	493.56
MAP7D2	00000	35
MAP7D3	00000	72.01
MAP9	00000	76.71
MAPK1	00000	759.08
MAPK10	00000	476.71
MAPK11	00000	135.24
MAPK12	00000	633.73
MAPK13	00000	341.51
MAPK14	00000	543.96
MAPK15	00000	215.77
MAPK1IP1L	00000	1143.1
MAPK3	00000	1447.15
MAPK4	00000	12.83
MAPK6	00000	656.11
MAPK7	00000	241.19
MAPK8	00000	612.11
MAPK8IP1	00000	193.01
MAPK8IP2	00000	7.34
MAPK8IP3	00000	251.48
MAPK9	00000	389.72
MAPKAP1	00000	1295.13
MAPKAPK2	00000	1508.65
MAPKAPK3	00000	1487.87
MAPKAPK5	00000	603.67
MAPKBP1	00000	113.56
MAPRE1	00000	1477.58
MAPRE2	00000	303.44
MAPRE3	00000	251.48
MAPT	00000	1081.39
1-Mar	00000	146.03
2-Mar	00000	1498.22
1-Mar	00000	13.52
10-Mar	00000	0
11-Mar	00000	0
2-Mar	00000	579.04
3-Mar	00000	15.56
4-Mar	00000	0
5-Mar	00000	497
6-Mar	00000	1242.34
7-Mar	00000	642.59
8-Mar	00000	463.65
9-Mar	00000	435.55
MARCKS	00000	441.64
MARCKSL1	00000	381.68
MARCO	00000	50.27
MARK1	00000	37.59
MARK2	00000	327.56
MARK3	00000	669.92
MARK4	00000	334.46
MARS	00000	1199.98
MARS2	00000	229.72
MARVELD1	00000	49.91
MARVELD2	00000	361.04
MARVELD3	00000	743.43
MAS1L	00000	0
MASP1	00000	373.81
MASP2	00000	5.19
MAST1	00000	4.39
MAST2	00000	180.02
MAST3	00000	157.68
MAST4	00000	303.44
MASTL	00000	113.56
MAT1A	00000	0
MAT2A	00000	4181.07
MAT2B	00000	1111.82
MATK	00000	13.32
MATN1	00000	0
MATN2	00000	579.04
MATN3	00000	5.5
MATN4	00000	1.46
MATR3	00000	3419.52
MAU2	00000	351.14
MAVS	00000	229.72
MAX	00000	836.53
MAZ	00000	1769.57
MB	00000	3.79
MB21D1	00000	12.09
MB21D2	00000	157.68
MBD1	00000	693.58
MBD2	00000	1417.35
MBD3	00000	1175.27
MBD3L1	00000	0
MBD3L2	00000	0
MBD4	00000	343.89
MBD5	00000	420.68
MBD6	00000	571.05
MBIP	00000	348.71
MBL2	00000	0
MBLAC1	00000	78.89
MBLAC2	00000	68.07
MBNL1	00000	669.92
MBNL2	00000	567.1
MBNL3	00000	42.11
MBOAT1	00000	4.46
MBOAT2	00000	114.36
MBOAT4	00000	1.13
MBOAT7	00000	854.13
MBP	00000	718.08
MBTD1	00000	147.06
MBTPS1	00000	961.07
MBTPS2	00000	221.86
MC1R	00000	61.68
MC2R	00000	0
MC3R	00000	0
MC4R	00000	0
MC5R	00000	0
MCAM	00000	432.53
MCAT	00000	872.1
MCC	00000	8.78
MCCC1	00000	1378.57
MCCC2	00000	1857.6
MCCD1	00000	18.16
MCEE	00000	915.51
MCF2	00000	11.21
MCF2L	00000	555.41
MCF2L2	00000	1.46
MCFD2	00000	1073.91
MCHR1	00000	0
MCHR2	00000	0
MCIDAS	00000	0
MCL1	00000	2720.15
MCM10	00000	3.26
MCM2	00000	169.07
MCM3	00000	679.29
MCM3AP	00000	656.11
MCM4	00000	325.29
MCM5	00000	447.82
MCM6	00000	107.38
MCM7	00000	1277.29
MCM8	00000	48.18
MCM9	00000	90.77
MCMBP	00000	417.77
MCMDC2	00000	12.18
MCOLN1	00000	547.75
MCOLN2	00000	4.43
MCOLN3	00000	0.78
MCPH1	00000	164.42
MCRS1	00000	1216.75
MCTP1	00000	15.11
MCTP2	00000	67.59
MCTS1	00000	967.76
MCU	00000	551.56
MCUR1	00000	521.76
MDC1	00000	287.01
MDFI	00000	4.86
MDFIC	00000	48.18
MDGA1	00000	8.38
MDGA2	00000	0
MDH1	00000	9088.59
MDH1B	00000	20.26
MDH2	00000	9474.59
MDK	00000	1183.45
MDM1	00000	105.89
MDM2	00000	830.75
MDM4	00000	111.21
MDN1	00000	256.78
MDP1	00000	438.59
MDS2	00000	0
ME1	00000	9.85
ME2	00000	334.46
ME3	00000	260.38
MEA1	00000	1467.37
MEAF6	00000	1008.9
MECOM	00000	12
MECP2	00000	291.04
MECR	00000	785.88
MED1	00000	346.29
MED10	00000	318.57
MED11	00000	1498.22
MED12	00000	234.57
MED12L	00000	2.53
MED13	00000	217.27
MED13L	00000	201.25
MED14	00000	258.57
MED15	00000	1008.9
MED16	00000	713.11
MED17	00000	728.11
MED18	00000	361.04
MED19	00000	358.54
MED20	00000	249.73
MED21	00000	341.51
MED22	00000	246.28
MED23	00000	253.23
MED24	00000	1662.49
MED25	00000	532.74
MED26	00000	98.73
MED27	00000	279.14
MED28	00000	486.75
MED29	00000	764.36
MED30	00000	214.27
MED31	00000	356.05
MED4	00000	769.69
MED6	00000	351.14
